Date,Interbank Call Loan Rate,Real GDP,CPI,Wholesale Price,Industrial Production,Intl Trade Merch Exports,Intl Trade Merch Imports,FX Rate,Real GDP_yoy_pct,CPI_yoy_pct,Wholesale Price_yoy_pct,Industrial Production_yoy_pct,Intl Trade Merch Exports_yoy_pct,Intl Trade Merch Imports_yoy_pct,FX Rate_yoy_pct
2001-05-01,9.875,1786.322144,50.17551,53.059242,49.240318,112845.664062,156004.359375,50.5388571428571,-3.53094558049849,-3.385183175209494,-5.58659029996722,-11.538461262072829,-19.42529746178373,-11.139236315410939,1.405715682439812
2001-06-01,9.34375,1786.322144,50.270542,53.418053,53.422508,131307.25,148478.203125,51.48805,-3.53094558049849,-3.3789925937634635,-5.325916158452825,-4.367206100763587,-9.761764324684652,1.0688128223078408,2.145709145546304
2001-07-01,9.0921875,1786.322144,50.698174,54.359932,56.260426,133000.015625,147393.734375,53.2241818181818,-3.53094558049849,-2.823310679104163,-4.038003257839717,-2.079723210400386,-10.151155463182771,-3.2610382180060293,5.193784312369054
2001-08-01,9.196022727272727,1762.583252,51.030777,54.853298,52.974419,138151.71875,153010.75,51.9876956521739,-2.607170803440151,-2.540832391748493,-3.6249053129897346,-2.65324678641935,-15.34140306933386,-5.265905300035034,0.37573494778400107
2001-09-01,9.264204545454545,1762.583252,51.078289,54.943001,57.554913,135816.28125,149962.71875,51.2499,-2.607170803440151,-2.890695577057256,-3.921571199058005,2.5732038822078307,-13.549530403620558,-14.700954742495043,-1.68684240815411
2001-10-01,9.23046875,1762.583252,51.220833,55.212109,55.662968,140033.46875,141110.25,51.7333043478261,-2.607170803440151,-2.6196929855322293,-3.6021947759797834,-7.0656694962932365,-15.84917466456165,-15.175514494743748,-2.2183287768343773
2001-11-01,8.984375,1956.269531,51.268349,54.673893,56.708515,152251.421875,131543.984375,51.9898947368421,-4.365808578717489,-2.5293562534431713,-4.616586153352142,-8.952840173402898,-5.192261176535151,-15.667869754031061,-2.4729877639047992
2001-12-01,8.689144736842104,1956.269531,51.410892,54.359932,55.911907,136718.96875,115249.414062,51.7889,-4.365808578717489,-2.3465724782997577,-4.941179745786939,-8.699189406763052,-17.36874163654959,-31.121581858736892,-3.2335345794988424
2002-01-01,8.851102941176471,1956.269531,51.553436,54.180527,53.273144,136626.96875,120252.398438,51.4096818181818,-4.365808578717489,-2.4280602056910405,-6.065321242033916,-9.628379458675907,-12.299356577012166,-15.850673568989748,-4.021055722307532
2002-02-01,7.811079545454546,1758.846802,51.743496,55.212109,47.995617,135183.96875,107386.726562,51.2816842105263,-4.414590063723556,-2.680967598036277,-5.88684850567115,-12.917796200289134,-7.681796491731263,-36.21093590142288,-5.165355618236822
2002-03-01,7.498355263157895,1758.846802,51.648468,55.48122,50.833534,134821.515625,119020.515625,51.066052631579,-4.414590063723556,-3.1194275019296502,-6.074407613074073,-10.04405375993873,-10.656594910251505,-27.210761623940783,-6.456767114050155
2002-04-01,6.9908117647058825,1758.846802,51.838524,55.795177,51.630142,145467.53125,156904.78125,50.9871904761905,-4.414590063723556,-2.935943631889515,-5.2551432098056345,-17.828843155364382,-14.719641449422827,-22.083788566538566,-3.445767136440814
2002-05-01,6.970240476190476,1851.704834,51.933556,56.198841,55.662968,140050.984375,175560.453125,49.8382727272727,-4.204437582586218,-3.188662832071787,-4.131600413156966,-2.4432850820812035,-2.5101989851699757,-2.9597869166917867,-5.08288351724917
2002-06-01,7.076706818181818,1851.704834,52.028584,56.4231,55.862122,145511.765625,146908.03125,50.4064736842105,-4.204437582586218,-3.2685539746318604,-4.115854855354262,-8.032785708528278,-2.0733286540114637,-22.55014039161377,-5.604440358262853
2002-07-01,7.125002777777777,1851.704834,52.171127,56.647354,57.455338,148026.40625,152362.328125,50.5963181818182,-4.204437582586218,-3.768626556924326,-4.0273609851017245,-4.863968445523648,-9.41644651102308,-10.140201974665574,-5.803920763513326
2002-08-01,7.110130952380952,1809.766968,52.361187,56.916466,54.41827,163186.875,161516.03125,51.7930909090909,-5.232951783348683,-3.5870494196130864,-3.9364062730991134,-12.138263572147467,0.86970026401616,-13.97214658636644,-5.815931216289649
2002-09-01,7.09375,1809.766968,52.598759,57.185574,56.111061,157103.0,175808.203125,52.1292380952381,-5.232951783348683,-3.318782405514853,-4.0632066218723395,-8.44841201462403,-4.914273263541702,-4.898795290498937,-5.26004689771079
