Date,INTERBANK CALL LOAN RATE,Real GDP,CPI,Wholesale Price,Industrial Production,Intl Trade Merch Exports,Intl Trade Merch Imports,FX Rate,FX Rate_mom_pct,tone_mean,pos_mean,neg_mean,neu_mean,speech_count,tone_mean_filled,pos_mean_filled,neg_mean_filled,neu_mean_filled,tone_mean_jittered,pos_mean_jittered,neg_mean_jittered,neu_mean_jittered
2002-02-01,7.498355263,3.876541250939902,3.714286006354373,5.484146477856311,-8.365021407026651,-7.66883107735744,-30.0906352434924,6.195905566873061,-0.2489756853741753,,,,,0,0.27104983,0.4583333333333333,0.1458333333333333,0.3541666666666667,0.2829669451518096,0.4769553192378729,0.1406133199316285,0.3954336312350727
2002-03-01,6.990811765,3.876541250939902,3.2288730748268435,5.097706325200835,-5.462966143458625,-0.2912023270301489,-0.5219607325367859,5.361828438726524,-0.4204845887316621,0.1214911239999999,0.2869841242519694,0.175470907849516,0.5344868639229794,3,0.1214911239999999,0.2869841242519694,0.175470907849516,0.5344868639229794,0.1214911239999999,0.2869841242519694,0.175470907849516,0.5344868639229794
2002-04-01,6.970240476,3.876541250939902,3.510433465875984,5.962517286155,-11.063464441124548,4.486679912980152,6.504537568496249,1.597679334670099,-0.1544316651170607,0.6379587,0.6756813417190776,0.0,0.3243186582809224,3,0.6379587,0.6756813417190776,0.0,0.3243186582809224,0.6379587,0.6756813417190776,0.0,0.3243186582809224
2002-05-01,7.076706818,3.660184710781933,3.503792985861032,5.917157655588068,13.043477907677191,24.10843211313176,12.535607228123324,-1.386229240609993,-2.2533458662608696,0.3019109525,0.3870222431077694,0.0633067042606516,0.5496710526315789,4,0.3019109525,0.3870222431077694,0.0633067042606516,0.5496710526315789,0.3019109525,0.3870222431077694,0.0633067042606516,0.5496710526315789
2002-06-01,7.125002778,3.660184710781933,3.497161419107053,5.625527010503362,4.566640712562586,10.817769487214155,-1.057510019620933,-2.100635615039792,1.140089585462034,,,,,0,0.3019109525,0.3870222431077694,0.0633067042606516,0.5496710526315789,0.26123843634137944,0.3642053140847598,0.057818050328286005,0.5750262771963253
2002-07-01,7.110130952,3.660184710781933,2.905337379606609,4.207919171054142,2.123894333825338,11.298036736602835,3.370966731434377,-4.937349051866313,0.3766272141888738,0.612129736,0.6414400990545815,0.0048845867460908,0.3511436686297073,5,0.612129736,0.6414400990545815,0.0048845867460908,0.3511436686297073,0.612129736,0.6414400990545815,0.0048845867460908,0.3511436686297073
2002-08-01,7.09375,2.676963822642753,2.6070737664841026,3.761246953647168,2.7255626909282515,18.121494597764464,5.558616796532268,-0.3743284649217915,2.3653356020335137,0.3414663766666666,0.4172679172679172,0.0735930735930735,0.5015632515632515,3,0.3414663766666666,0.4172679172679172,0.0735930735930735,0.5015632515632515,0.3414663766666666,0.4172679172679172,0.0735930735930735,0.5015632515632515
2002-09-01,7.0484375,2.676963822642753,2.976744189688896,4.081635438879649,-2.5086511728373173,15.67317154768586,17.23460643447423,1.7157849971182415,0.6490193580785064,0.4394714066666667,0.4764899340142058,0.0364944521497919,0.4677259768279185,3,0.4394714066666667,0.4764899340142058,0.0364944521497919,0.4677259768279185,0.4394714066666667,0.4764899340142058,0.0364944521497919,0.4677259768279185
2002-10-01,7.051136364,2.676963822642753,2.690167104467056,3.7368016497975054,7.602862642897534,18.834247437721928,17.890488111246338,2.268655003626918,1.4919006657945877,0.37881423,0.4351851851851851,0.0185185185185185,0.5462962962962963,2,0.37881423,0.4351851851851851,0.0185185185185185,0.5462962962962963,0.37881423,0.4351851851851851,0.0185185185185185,0.5462962962962963
2002-11-01,7.0625,4.565112658803661,2.5949928678218326,4.840030323064792,9.833189953924904,5.476621677691629,18.57876672667116,2.5356951958275253,0.7583983202069655,0.387455295,0.4469037252056119,0.0378265602322206,0.5152697145621673,4,0.387455295,0.4469037252056119,0.0378265602322206,0.5152697145621673,0.387455295,0.4469037252056119,0.0378265602322206,0.5152697145621673
2002-12-01,7.080882353,4.565112658803661,2.402959668546512,5.198023426519383,9.52805276343016,21.019577797246946,45.18335742686408,3.3415859155828898,0.3963191183256942,0.516604925,0.5431034482758621,0.0172413793103448,0.4396551724137931,2,0.516604925,0.5431034482758621,0.0172413793103448,0.4396551724137931,0.516604925,0.5431034482758621,0.0172413793103448,0.4396551724137931
2003-01-01,7.067434211,4.565112658803661,2.488482048024898,6.456956389516111,10.654206930231114,14.024248964390496,18.836364165059493,4.189518599697828,0.0822680256003405,,,,,0,0.516604925,0.5431034482758621,0.0172413793103448,0.4396551724137931,0.5459541604397923,0.5510630743673918,4.751389527102301e-05,0.45049031071382295
2003-02-01,7.060855263,4.618476885401868,2.7548235241004804,6.255075313279557,14.834025365274496,8.32099867610967,56.76668315036557,5.446696881619895,0.9546465508475156,,,,,0,0.516604925,0.5431034482758621,0.0172413793103448,0.4396551724137931,0.5533892694876681,0.5471040087425203,0.02424310343477588,0.4840832334590992
2003-03-01,7.117564286,4.618476885401868,3.2198689804313174,6.467255045941678,11.165525103959917,11.927679384445431,37.38294592857088,6.902441699788597,0.9542608309228262,,,,,0,0.516604925,0.5431034482758621,0.0172413793103448,0.4396551724137931,0.44030230675766885,0.550601163388142,0.0104922798865748,0.4035625508090869
2003-04-01,7.19065,4.618476885401868,3.0247485441522226,5.546626368798857,21.69720354439466,17.260294984211466,28.34299584162608,3.568737521129739,-3.2680704472256794,,,,,0,0.516604925,0.5431034482758621,0.0172413793103448,0.4396551724137931,0.4656782649515679,0.5729802905777679,0.017421020616498348,0.42023136048710075
2003-05-01,7.121875,4.388969046672586,3.293687418593083,4.30965827213412,2.504476584863391,2.574832401994676,3.050062260426856,5.355075781482355,-0.5674260387170782,,,,,0,0.516604925,0.5431034482758621,0.0172413793103448,0.4396551724137931,0.5216046080070244,0.5507693977133805,0.02415358813572039,0.41152294310235665
2003-06-01,7.06719,4.388969046672586,3.37899835982467,4.292529123709965,8.734401460796626,2.117225701143366,29.11579246965097,5.937186430732111,1.6989114815791684,0.4950566,0.5517241379310345,0.0,0.4482758620689655,1,0.4950566,0.5517241379310345,0.0,0.4482758620689655,0.4950566,0.5517241379310345,0.0,0.4482758620689655
2003-07-01,6.842391304,4.388969046672586,3.916214039232857,4.196363699529537,5.1126459303050265,10.3953158695292,11.284470027193615,6.161531149234056,0.58919625566769,0.430297477,0.4842555686113821,0.0431461231730386,0.4725983082155791,10,0.430297477,0.4842555686113821,0.0431461231730386,0.4725983082155791,0.430297477,0.4842555686113821,0.0431461231730386,0.4725983082155791
2003-08-01,6.8265625,5.521910708229916,3.720505801367713,4.097708736870631,13.815187436131282,-0.8622016936104648,16.24142185576394,6.175068980769649,2.3783893386692068,0.356971545,0.3976990049751243,0.0522388059701492,0.5500621890547264,2,0.356971545,0.3976990049751243,0.0522388059701492,0.5500621890547264,0.356971545,0.3976990049751243,0.0522388059701492,0.5500621890547264
2003-09-01,6.941761364,5.521910708229916,3.4327064636638926,4.2352954260806985,9.228034379888127,5.168255459793891,5.151139047568254,5.552089404173133,0.0584637402064158,0.396272724,0.4093621559347365,0.0237140366172624,0.566923807448001,5,0.396272724,0.4093621559347365,0.0237140366172624,0.566923807448001,0.396272724,0.4093621559347365,0.0237140366172624,0.566923807448001
2003-10-01,6.821022727,5.521910708229916,3.6133723230998616,4.150351017077592,2.4106407507130667,10.854814990365336,7.947059179340643,3.865280082465428,-0.1300234958897528,,,,,0,0.396272724,0.4093621559347365,0.0237140366172624,0.566923807448001,0.3839048600394291,0.43263863471741215,0.030134292855306496,0.5550885996898659
2003-11-01,6.817565789,5.736621674406028,3.6133723230998616,4.538341384664779,-0.2398098244593249,14.335634942241173,19.86197034196484,3.871054497589865,0.7640000074956799,0.466748205,0.521395661581045,0.0409361325315978,0.4266131710399645,6,0.466748205,0.521395661581045,0.0409361325315978,0.4266131710399645,0.466748205,0.521395661581045,0.0409361325315978,0.4266131710399645
2003-12-01,6.970394737,5.736621674406028,3.880867164865887,5.568628199832348,-0.731709153135407,3.2934783737816664,17.404645021277144,3.5980077040334013,0.1324063935274066,0.34365872,0.4627777777777778,0.0767592592592592,0.446574074074074,3,0.34365872,0.4627777777777778,0.0767592592592592,0.446574074074074,0.34365872,0.4627777777777778,0.0767592592592592,0.446574074074074
2004-01-01,6.840625,5.736621674406028,3.866901515158117,5.676515553163775,1.182434469810545,13.006197128627628,29.209161903201995,3.664062281217628,0.1460809506225624,0.4979583333333333,0.5513270355375618,0.0444444444444444,0.4042285200179936,3,0.4979583333333333,0.5513270355375618,0.0444444444444444,0.4042285200179936,0.4979583333333333,0.5513270355375618,0.0444444444444444,0.4042285200179936
2004-02-01,6.875,7.176266346015892,4.110806200417261,4.740061938781648,10.027101549426408,8.036833919353704,14.819833670914996,3.688844505957501,0.9787810549784616,0.4846376,0.5508234688625836,0.0396294390118373,0.4009264024704065,2,0.4846376,0.5508234688625836,0.0396294390118373,0.4009264024704065,0.4846376,0.5508234688625836,0.0396294390118373,0.4009264024704065
2004-03-01,7.088315217,7.176266346015892,4.010695182150337,5.011388989467491,8.458144946417278,11.7503675280598,13.736285210478584,3.1361586723963164,0.4161509690110643,0.5002074216666667,0.5706954605845088,0.0464606095766053,0.3828439298388857,6,0.5002074216666667,0.5706954605845088,0.0464606095766053,0.3828439298388857,0.5002074216666667,0.5706954605845088,0.0464606095766053,0.3828439298388857
2004-04-01,7.205882353,7.176266346015892,4.181499674505962,6.5498858573894925,1.4263062428628626,10.97849542935585,9.66232138635359,5.8649754965719225,-0.7086992218823029,0.2265960095999999,0.2995787041544163,0.0966422503034196,0.5781412929898687,5,0.2265960095999999,0.2995787041544163,0.0966422503034196,0.5781412929898687,0.2265960095999999,0.2995787041544163,0.0966422503034196,0.5781412929898687
