speech_id,date,title,tone_mean,tone_median,pos_share,neg_share,neu_share,n_sent,label_majority
619,2001-01-22,Philippines: Recent Economic Developments and Outlook,-0.5288561775387449,-0.5175946950912476,0.0,1.0,0.0,78.0,negative
620,2001-01-05,Year 2000: A Tale of Two Stories,-0.519329464852029,-0.5082995891571045,0.0,1.0,0.0,30.0,negative
621,2001-01-04,"he Philippine Economy: Recent Developments, Policy Directions and Outlook for 2001",-0.5276289437241928,-0.5229564905166626,0.0,1.0,0.0,86.0,negative
622,2000-11-20,Moving The Financial Markets Forward,-0.5096676895953947,-0.5049023628234863,0.0,1.0,0.0,80.0,negative
623,2000-11-06,Providing Support to the Corporate Sector,-0.5191973300738877,-0.5155741572380066,0.0,1.0,0.0,70.0,negative
624,2000-10-31,The Near-Term prospects for the Philippine Economy,-0.5228980518980131,-0.5215034484863281,0.0,1.0,0.0,52.0,negative
625,2000-10-30,An Update on the Monetary Situation,-0.5232354236420275,-0.5186680555343628,0.0,1.0,0.0,65.0,negative
626,2000-10-26,An Update on the Foreign Exchange Situation,-0.5188810503210074,-0.5089690685272217,0.0,1.0,0.0,65.0,negative
627,2000-10-17,Recent Developments and Directions for the Philippine Economy and Banking System,-0.5150460776356957,-0.5126831531524658,0.0,1.0,0.0,70.0,negative
628,2000-09-19,ome Thoughts on the Prospects for Asian Economic Cooperation,-0.5164855722386823,-0.5099635124206543,0.0,1.0,0.0,76.0,negative
629,2000-09-06,The Philippines: Recent Economic Development and Policy Thrusts,-0.5309632740047462,-0.5165188312530518,0.0,1.0,0.0,71.0,negative
630,2000-08-28,Confidence in the Financial System: How Do We Protect Our Investments?,-0.5185612096704356,-0.5116589069366455,0.0,1.0,0.0,77.0,negative
631,2000-08-07,"Shangri-La Hotel, Makati City",-0.5339341982748177,-0.5294287800788879,0.0,1.0,0.0,47.0,negative
632,2000-07-07,Closing Address: SEACEN Workshop on Concepts and Measurements of Core Inflation and Inflation Forecasting,-0.5154471960026404,-0.5152446627616882,0.0,1.0,0.0,27.0,negative
633,2000-07-04,Keynote Speech,-0.5158175306352555,-0.5151622295379639,0.0,1.0,0.0,42.0,negative
634,2000-07-03,The BSP in the New Millennium,-0.5235940982583421,-0.5162867307662964,0.0,1.0,0.0,46.0,negative
635,2000-07-03,BSP Dividend Remittance fir 1999: P2.97 Billion,-0.52199532485938,-0.5226465463638306,0.0,1.0,0.0,25.0,negative
636,2000-06-23,The Philippines: Recent Economic Developments,-0.532656951891826,-0.5228692889213562,0.0,1.0,0.0,86.0,negative
637,2000-06-14,Speaking Notes,-0.5149911468410316,-0.5088189840316772,0.0,1.0,0.0,56.0,negative
638,2000-06-01,EIU Presentation,-0.5306329564584127,-0.529532253742218,0.0,1.0,0.0,83.0,negative
639,2000-05-29,Open Conference on Corporate Governance,-0.49979950827133807,-0.49555230140686035,0.0,1.0,0.0,41.0,negative
640,2000-04-28,A REGULATOR'S PERSPECTIVE ON BANK CONSOLIDATION,-0.5043662743525462,-0.4990940988063812,0.0,1.0,0.0,68.0,negative
641,2000-04-06,The Bangko Sentral and the Economy's Move Toward Broad-Based Growth,-0.5303034670717127,-0.5316421985626221,0.0,1.0,0.0,24.0,negative
642,2000-03-30,THE PHILIPPINE ECONOMY: GEARING UP FOR SUSTAINED AND BROAD-BASED GROWTH,-0.5265863742252537,-0.5173352956771851,0.0,1.0,0.0,79.0,negative
643,2000-03-20,Financial Sector Reform: Building a Banking System for a Global Economy,-0.5072940658761785,-0.5023399591445923,0.0,1.0,0.0,63.0,negative
644,2000-03-13,THE PHILIPPINES: CONSOLIDATING ECONOMIC GROWTH,-0.516689833425048,-0.509175181388855,0.0,1.0,0.0,72.0,negative
645,2000-02-17,Fostering the Proper Environment in Developing the Philippine Capital Market,-0.5232047302158256,-0.5189013481140137,0.0,1.0,0.0,71.0,negative
646,2000-02-14,PHILIPPINE BANKS: THE LANDSCAPE BEYOND 2000,-0.5140330688944003,-0.5072187185287476,0.0,1.0,0.0,67.0,negative
647,2000-01-27,THE PHILIPPINES: GEARING UP FOR HIGHER GROWTH,-0.5286212915170517,-0.5264862179756165,0.0,1.0,0.0,62.0,negative
648,2000-01-19,THE FINANCIAL EXECUTIVE: IN PURSUIT OF EXCELLENCE IN A GLOBAL SETTING FROM THE POINT OF VIEW OF A CENTRAL BANKER,-0.523742082295062,-0.5053153038024902,0.0,1.0,0.0,41.0,negative
649,2000-01-18,BSP Policy Thrusts for the New Millenium,-0.5223065554880383,-0.5155907869338989,0.0,1.0,0.0,69.0,negative
650,2000-01-13,Building the Infrastructure for Effective Governance in the Banking System,-0.5071613396996251,-0.49812591075897217,0.0,1.0,0.0,85.0,negative
651,1999-12-08,Keynote Address,-0.5085084414676858,-0.506584644317627,0.0,1.0,0.0,86.0,negative
652,1999-12-07,Keynote Address - Euromoney,-0.5175875034772621,-0.5130759477615356,0.0,1.0,0.0,87.0,negative
653,1999-12-06,Monetary and Fiscal Policy: Looking Ahead,-0.5307505308576325,-0.5255243182182312,0.0,1.0,0.0,107.0,negative
654,1999-11-22,THE PHILIPPINES: ECONOMIC RECOVERY WITH A STRONGER BANKING SYSTEM,-0.5241371917836432,-0.5145549774169922,0.0,1.0,0.0,112.0,negative
655,1999-11-19,The Bangko Sentral and the International Capital Market,-0.5267052707267179,-0.529245913028717,0.0,1.0,0.0,24.0,negative
656,1999-11-18,Banking Reform and the Role of the Thrift Banking Industry,-0.5102125615094273,-0.5060531497001648,0.0,1.0,0.0,65.0,negative
657,1999-11-13,Commitment to Banking Reforms: A Pillar of Asian Recovery,-0.5262591686815703,-0.5109742879867554,0.0,1.0,0.0,53.0,negative
658,1999-11-02,The Bangko Sentral and the Banking System,-0.5087517864146969,-0.5055419206619263,0.0,1.0,0.0,46.0,negative
659,1999-10-28,The BSP's Short-and Medium-Term Plans,-0.5195892225084744,-0.5153875350952148,0.0,1.0,0.0,63.0,negative
660,1999-10-27,REFLECTIONS ON MONETARY AND BANKING POLICIES IN THE PHILIPPINES,-0.5023745140526986,-0.5004606246948242,0.0,1.0,0.0,61.0,negative
661,1999-10-20,Promoting Monetary and Financial Stability in Asia,-0.5111900942106968,-0.5047289729118347,0.0,1.0,0.0,141.0,negative
662,1999-08-17,The Philippine Economy: Turning the Corner,-0.553601535422317,-0.5520553588867188,0.0,1.0,0.0,14.0,negative
663,1999-07-20,Continuity and Focus: Pathways to Sustained Growth,-0.5360814539681298,-0.5330736637115479,0.0,1.0,0.0,140.0,negative
664,1999-05-31,IS THE WORST REALLY OVER?,-0.5246230589323103,-0.5130868554115295,0.0,1.0,0.0,87.0,negative
665,1999-05-14,Towards a Sound Financial System: The Philippine Experience,-0.5050781946187172,-0.4934425354003906,0.0,1.0,0.0,74.0,negative
666,1999-01-07,Out of the Asian Crisis,-0.5146758089679924,-0.508100152015686,0.0,1.0,0.0,94.0,negative
667,1998-11-11,THE PHILIPPINES: CAPITALIZING ON SUSTAINED FINANCIAL STABILITY,-0.5109921067130782,-0.5053349733352661,0.0,1.0,0.0,73.0,negative
668,1998-07-03,BSP ON ITS 5TH YEAR ANNIVERSARY: MANAGING THE CURRENCY CRISIS AS WE PREPARE FOR THE NEXT MILLENNIUM,-0.52596770611093,-0.516223132610321,0.0,1.0,0.0,50.0,negative
669,1998-05-28,ON WITH THE ECONOMIC RECOVERY...CAREFULLY,-0.5119759672589418,-0.5122894048690796,0.0,1.0,0.0,70.0,negative
670,1998-05-22,An Update on Recent Economic Developments,-0.5135008062465884,-0.5110915899276733,0.0,1.0,0.0,67.0,negative
671,1998-04-07,The Philippines: From Crisis to Recovery,-0.5102126562616087,-0.5018938183784485,0.0,1.0,0.0,59.0,negative
672,1998-03-10,Strategic Issues in Managing Capital Flows: The Experience of the Philippines,-0.5030921822635336,-0.4978313744068146,0.0,1.0,0.0,84.0,negative
