window_scheme,horizon_h,model,tone_spec,n,rmse,mae,naive_rmse,naive_mae,pct_improve_vs_naive_rmse,rmse_ratio_vs_naive
expanding,6,Ridge,None,45,0.7737953804666539,0.6052213734013541,0.6942245508375836,0.4950871162791631,-11.461828817933311,1.1146182881793332
expanding,6,Ridge,POSNEG,45,0.9175960855588613,0.7295116688092587,0.6942245508375836,0.4950871162791631,-32.1756893287308,1.321756893287308
expanding,6,Ridge,ToneMean,45,0.8110061896974864,0.6373018014197616,0.6942245508375836,0.4950871162791631,-16.821882591015463,1.1682188259101547
expanding,6,SVR,NEG,45,0.6233056394954114,0.4512132759812013,0.6942245508375836,0.4950871162791631,10.215557956947556,0.8978444204305245
expanding,6,SVR,None,45,0.5528137961198603,0.4042402684832704,0.6942245508375836,0.4950871162791631,20.369598647456495,0.796304013525435
expanding,6,SVR,POSNEG,45,0.6799077499512416,0.48729167821192193,0.6942245508375836,0.4950871162791631,2.062272339557678,0.9793772766044232
expanding,6,SVR,ToneMean,45,0.6157417644183906,0.4363121680732604,0.6942245508375836,0.4950871162791631,11.305100968339907,0.8869489903166009
rolling,1,ElasticNet,NEG,48,0.7081037928397169,0.5699800667904574,0.14175720402979905,0.08731906830239408,-399.5187353517956,4.995187353517957
rolling,1,ElasticNet,None,48,0.7102669546041376,0.5725426291616355,0.14175720402979905,0.08731906830239408,-401.0446978446549,5.010446978446549
rolling,1,ElasticNet,POSNEG,48,0.7081118105161673,0.5672478386367278,0.14175720402979905,0.08731906830239408,-399.52439127348606,4.9952439127348605
rolling,1,ElasticNet,ToneMean,48,0.6937651105434763,0.5620284541436079,0.14175720402979905,0.08731906830239408,-389.40377689562683,4.894037768956268
rolling,1,Lasso,NEG,48,0.7147966931461495,0.5744982487792941,0.14175720402979905,0.08731906830239408,-404.24011819243464,5.042401181924347
rolling,1,Lasso,None,48,0.716962553059112,0.5764802911509336,0.14175720402979905,0.08731906830239408,-405.7679840443227,5.057679840443227
rolling,1,Lasso,POSNEG,48,0.7151392368655551,0.5720555067257999,0.14175720402979905,0.08731906830239408,-404.4817593292996,5.044817593292997
