window_scheme,horizon_h,model,tone_spec,n_common,rmse_none_aligned,rmse_aligned,mae_none_aligned,mae_aligned,pct_dRMSE_vs_none
rolling,6,Lasso,None,45,0.6920884744856215,0.6920884744856215,0.5776437814011308,0.5776437814011308,
rolling,6,Lasso,POSNEG,45,0.6920884744856215,0.6791767486407544,0.5776437814011308,0.5513820828781932,1.8656178105643855
rolling,6,Lasso,ToneMean,45,0.6920884744856215,0.6684249702466475,0.5776437814011308,0.5481718803697797,3.4191443885207526
rolling,6,OLS,NEG,45,0.6546648374197946,0.6559091867026463,0.5509076817598534,0.5500083694924359,-0.19007425047539905
rolling,6,OLS,None,45,0.6546648374197946,0.6546648374197946,0.5509076817598534,0.5509076817598534,
rolling,6,OLS,POSNEG,45,0.6546648374197946,0.6455151070174694,0.5509076817598534,0.5265929703563325,1.3976205654158442
rolling,6,OLS,ToneMean,45,0.6546648374197946,0.6308710676940855,0.5509076817598534,0.521889775155086,3.634496366031601
rolling,6,Ridge,NEG,45,0.6664589303618613,0.6677667952154591,0.5606666291819704,0.5596241102173376,-0.1962408775718071
rolling,6,Ridge,None,45,0.6664589303618613,0.6664589303618613,0.5606666291819704,0.5606666291819704,
rolling,6,Ridge,POSNEG,45,0.6664589303618613,0.6564121147985457,0.5606666291819704,0.536458387162871,1.5074920757473573
rolling,6,Ridge,ToneMean,45,0.6664589303618613,0.6417052987331467,0.5606666291819704,0.5308197582217307,3.7142021062384623
rolling,6,SVR,NEG,45,0.6084955961667695,0.6460348708350172,0.445922545307348,0.4795566483299233,-6.169194141211066
rolling,6,SVR,None,45,0.6084955961667695,0.6084955961667695,0.445922545307348,0.445922545307348,
rolling,6,SVR,POSNEG,45,0.6084955961667695,0.7103149922408442,0.445922545307348,0.5120565128715374,-16.732971728224165
rolling,6,SVR,ToneMean,45,0.6084955961667695,0.6575914735846451,0.445922545307348,0.480286987046703,-8.068403079193352
